ID,feild_name,source_data_value,target_data_value
00002478,Amount,114,398
00002479,Amount,277,262
00002480,Amount,214,176
00002481,Amount,261,416
00002482,Amount,109,404
00002483,Amount,121,371
00002484,Amount,334,346
00002485,Amount,226,105
00002486,Amount,266,129
00002487,Amount,495,103
00002488,Amount,306,192
00002489,Amount,200,158
00002490,Amount,352,472
00002491,Amount,122,422
00002492,Amount,321,130
00002493,Amount,249,324
00002494,Amount,229,365
00002495,Amount,262,279
00002496,Amount,159,251
00002497,Amount,116,288
00002498,Amount,456,298
00002499,Amount,385,289
00002500,Amount,442,145
00002501,Amount,394,289
00002502,Amount,248,148
00002503,Amount,447,494
00002504,Amount,133,324
00002505,Amount,104,448
00002506,Amount,187,256
00002507,Amount,298,379
00002508,Amount,133,336
00002509,Amount,204,470
00002510,Amount,309,187
00002511,Amount,438,293
00002512,Amount,186,337
00002513,Amount,342,271
00002514,Amount,304,493
00002515,Amount,293,131
00002516,Amount,356,238
00002517,Amount,354,439
00002518,Amount,299,452
00002519,Amount,440,129
00002520,Amount,142,158
00002521,Amount,434,171
00002522,Amount,201,253
00002523,Amount,184,349
00002524,Amount,228,156
00002525,Amount,431,173
00002526,Amount,228,154
00002527,Amount,500,174
00002528,Amount,259,162
00002529,Amount,305,433
00002530,Amount,236,380
00002531,Amount,363,266
00002532,Amount,499,153
00002533,Amount,295,323
00002534,Amount,472,316
00002535,Amount,167,436
00002536,Amount,362,234
00002537,Amount,490,389
00002538,Amount,302,194
00002539,Amount,171,242
00002540,Amount,322,330
00002541,Amount,469,317
00002542,Amount,141,495
00002543,Amount,362,315
00002544,Amount,275,481
00002545,Amount,250,174
00002546,Amount,100,396
00002547,Amount,467,188
00002548,Amount,127,235
00002549,Amount,226,173
00002550,Amount,370,316
00002551,Amount,478,355
00002552,Amount,379,308
00002553,Amount,288,441
00002554,Amount,183,403
00002555,Amount,122,491
00002556,Amount,344,292
00002557,Amount,155,243
00002558,Amount,227,434
00002559,Amount,383,148
00002560,Amount,349,450
00002561,Amount,116,273
00002562,Amount,482,311
00002563,Amount,302,499
00002564,Amount,157,459
00002565,Amount,359,186
00002566,Amount,258,202
00002567,Amount,207,345
00002568,Amount,168,475
00002569,Amount,278,368
00002570,Amount,184,354
00002571,Amount,421,154
00002572,Amount,125,435
00002573,Amount,138,104
00002574,Amount,324,248
00002575,Amount,341,259
00002576,Amount,365,347
00002577,Amount,313,104
00002578,Amount,231,275
00002579,Amount,218,172
00002580,Amount,302,395
00002581,Amount,457,329
00002582,Amount,220,120
00002583,Amount,131,466
00002584,Amount,346,454
00002585,Amount,484,235
00002586,Amount,369,392
00002587,Amount,255,273
00002588,Amount,367,135
00002589,Amount,236,153
00002590,Amount,303,223
00002591,Amount,433,414
00002592,Amount,133,304
00002593,Amount,436,440
00002594,Amount,235,191
00002595,Amount,192,470
00002596,Amount,243,401
00002597,Amount,126,403
00002598,Amount,493,180
00002599,Amount,156,495
00002600,Amount,403,111
00002601,Amount,313,381
00002602,Amount,342,130
00002603,Amount,420,384
00002604,Amount,470,489
00002605,Amount,374,323
00002606,Amount,327,303
00002607,Amount,204,107
00002608,Amount,458,320
00002609,Amount,302,429
00002610,Amount,147,123
00002611,Amount,276,349
00002612,Amount,449,461
00002613,Amount,447,386
00002614,Amount,230,280
00002615,Amount,448,247
00002616,Amount,299,365
00002617,Amount,401,180
00002618,Amount,433,411
00002619,Amount,311,245
00002620,Amount,240,223
00002621,Amount,111,339
00002622,Amount,435,140
00002623,Amount,262,490
00002624,Amount,444,374
00002625,Amount,275,290
00002626,Amount,197,369
00002627,Amount,345,407
00002628,Amount,274,180
00002629,Amount,210,333
00002630,Amount,357,181
00002631,Amount,475,322
00002632,Amount,208,221
00002633,Amount,166,217
00002634,Amount,240,300
00002635,Amount,368,150
00002636,Amount,362,313
00002637,Amount,297,397
00002638,Amount,275,387
00002639,Amount,208,219
00002640,Amount,481,106
00002641,Amount,270,170
00002642,Amount,450,262
00002643,Amount,354,301
00002644,Amount,233,362
00002645,Amount,375,244
00002646,Amount,298,367
00002647,Amount,452,326
00002648,Amount,296,352
00002649,Amount,228,442
00002650,Amount,165,168
00002651,Amount,249,220
00002652,Amount,106,176
00002653,Amount,144,494
00002654,Amount,353,103
00002655,Amount,349,155
00002656,Amount,454,327
00002657,Amount,305,124
00002658,Amount,355,301
00002659,Amount,489,495
00002660,Amount,443,424
00002661,Amount,268,419
00002662,Amount,436,333
00002663,Amount,243,410
00002664,Amount,473,458
00002665,Amount,111,460
00002666,Amount,258,242
00002667,Amount,111,140
00002668,Amount,279,249
00002669,Amount,343,225
00002670,Amount,243,211
00002671,Amount,253,437
00002672,Amount,120,410
00002673,Amount,357,150
00002674,Amount,451,272
00002675,Amount,141,279
00002676,Amount,176,283
00002677,Amount,159,281
00002678,Amount,335,204
00002679,Amount,372,387
00002680,Amount,407,318
00002681,Amount,472,181
00002682,Amount,130,390
00002683,Amount,286,414
00002684,Amount,423,495
00002685,Amount,294,220
00002686,Amount,469,113
00002687,Amount,329,299
00002688,Amount,387,118
00002689,Amount,476,307
00002690,Amount,266,484
00002691,Amount,392,235
00002692,Amount,101,332
00002693,Amount,181,204
00002694,Amount,326,222
00002695,Amount,389,472
00002696,Amount,196,236
00002697,Amount,182,430
00002698,Amount,500,278
00002699,Amount,319,456
00002700,Amount,146,236
00002701,Amount,167,352
00002702,Amount,207,329
00002703,Amount,310,447
00002704,Amount,232,168
00002705,Amount,217,457
00002706,Amount,274,433
00002707,Amount,213,472
00002708,Amount,123,249
00002709,Amount,162,228
00002710,Amount,194,122
00002711,Amount,251,304
00002712,Amount,454,444
00002713,Amount,249,186
00002714,Amount,203,161
00002715,Amount,378,252
00002716,Amount,253,336
00002717,Amount,171,109
00002718,Amount,155,202
00002719,Amount,108,385
00002720,Amount,393,187
00002721,Amount,441,312
00002722,Amount,121,153
00002723,Amount,185,152
00002724,Amount,121,155
00002725,Amount,196,483
00002726,Amount,105,379
00002727,Amount,348,295
00002728,Amount,158,253
00002729,Amount,410,291
00002730,Amount,416,374
00002731,Amount,162,163
00002732,Amount,311,168
00002733,Amount,486,230
00002734,Amount,285,125
00002735,Amount,367,449
00002736,Amount,127,138
00002737,Amount,157,261
00002738,Amount,190,270
00002739,Amount,244,310
00002740,Amount,418,376
00002741,Amount,466,104
00002742,Amount,211,340
00002743,Amount,311,243
00002744,Amount,179,343
00002745,Amount,222,104
00002746,Amount,500,361
00002747,Amount,294,446
00002748,Amount,242,389
00002749,Amount,188,404
00002750,Amount,262,228
00002751,Amount,413,313
00002752,Amount,128,455
00002753,Amount,194,309
00002754,Amount,417,337
00002755,Amount,142,362
00002756,Amount,409,122
00002757,Amount,463,174
00002758,Amount,441,326
00002759,Amount,173,238
00002760,Amount,359,367
00002761,Amount,282,279
00002762,Amount,275,196
00002763,Amount,100,344
00002764,Amount,456,144
00002765,Amount,170,100
00002766,Amount,368,412
00002767,Amount,448,470
00002768,Amount,174,152
00002769,Amount,495,479
00002770,Amount,445,297
00002771,Amount,301,267
00002772,Amount,473,128
00002773,Amount,420,359
00002774,Amount,376,165
00002775,Amount,170,321
00002776,Amount,233,214
00002777,Amount,386,425
00002778,Amount,254,451
00002779,Amount,136,336
00002780,Amount,154,424
00002781,Amount,327,415
00002782,Amount,364,332
00002783,Amount,263,241
00002784,Amount,286,449
00002785,Amount,438,313
00002786,Amount,492,488
00002787,Amount,303,209
00002788,Amount,210,310
00002789,Amount,309,152
00002790,Amount,441,213
00002791,Amount,130,290
00002792,Amount,189,402
00002793,Amount,291,244
00002794,Amount,352,115
00002795,Amount,466,499
00002796,Amount,456,472
00002797,Amount,134,308
00002798,Amount,304,266
00002799,Amount,268,239
00002800,Amount,123,483
00002801,Amount,204,321
00002802,Amount,346,131
00002803,Amount,440,215
00002804,Amount,269,266
00002805,Amount,314,330
00002806,Amount,297,296
00002807,Amount,235,173
00002808,Amount,386,183
00002809,Amount,476,462
00002810,Amount,283,393
00002811,Amount,347,290
00002812,Amount,198,484
00002813,Amount,361,349
00002814,Amount,487,168
00002815,Amount,425,325
00002816,Amount,204,477
00002817,Amount,202,293
00002818,Amount,289,241
00002819,Amount,283,186
00002820,Amount,338,483
00002821,Amount,314,237
00002822,Amount,241,104
00002823,Amount,300,404
00002824,Amount,240,347
00002825,Amount,268,195
00002826,Amount,207,416
00002827,Amount,263,494
00002828,Amount,352,448
00002829,Amount,324,366
00002830,Amount,480,245
00002831,Amount,123,261
00002832,Amount,435,309
00002833,Amount,248,355
00002834,Amount,447,490
00002835,Amount,418,299
00002836,Amount,430,211
00002837,Amount,207,477
00002838,Amount,382,356
00002839,Amount,359,358
00002840,Amount,126,476
00002841,Amount,430,227
00002842,Amount,289,397
00002843,Amount,192,475
00002844,Amount,437,238
00002845,Amount,440,287
00002846,Amount,188,203
00002847,Amount,478,160
00002848,Amount,171,403
00002849,Amount,122,145
00002850,Amount,478,350
00002851,Amount,207,346
00002852,Amount,211,276
00002853,Amount,412,481
00002854,Amount,159,413
00002855,Amount,344,470
00002856,Amount,433,284
00002857,Amount,287,362
00002858,Amount,272,116
00002859,Amount,331,272
00002860,Amount,171,242
00002861,Amount,185,222
00002862,Amount,401,384
00002863,Amount,146,188
00002864,Amount,429,376
00002865,Amount,324,304
00002866,Amount,387,102
00002867,Amount,253,332
00002868,Amount,186,363
00002869,Amount,220,217
00002870,Amount,239,341
00002871,Amount,456,436
00002872,Amount,486,246
00002873,Amount,429,357
00002874,Amount,125,204
00002875,Amount,384,311
00002876,Amount,459,423
00002877,Amount,463,404
00002878,Amount,477,493
00002879,Amount,352,221
00002880,Amount,236,118
00002881,Amount,227,248
00002882,Amount,214,388
00002883,Amount,475,373
00002884,Amount,463,268
00002885,Amount,395,174
00002886,Amount,306,243
00002887,Amount,404,196
00002888,Amount,397,213
00002889,Amount,451,325
00002890,Amount,426,291
00002891,Amount,330,464
00002892,Amount,491,311
00002893,Amount,365,253
00002894,Amount,475,325
00002895,Amount,426,184
00002896,Amount,482,248
00002897,Amount,355,391
00002898,Amount,147,108
00002899,Amount,232,247
00002900,Amount,255,428
00002901,Amount,484,272
00002902,Amount,281,350
00002903,Amount,420,480
00002904,Amount,244,127
00002905,Amount,472,219
00002906,Amount,191,150
00002907,Amount,290,221
00002908,Amount,259,203
00002909,Amount,419,237
00002910,Amount,403,384
00002911,Amount,115,224
00002912,Amount,420,423
00002913,Amount,142,381
00002914,Amount,408,370
00002915,Amount,362,330
00002916,Amount,359,258
00002917,Amount,362,180
00002918,Amount,241,361
00002919,Amount,100,468
00002920,Amount,396,479
00002921,Amount,193,313
00002922,Amount,371,446
00002923,Amount,201,396
00002924,Amount,404,412
00002925,Amount,374,437
00002926,Amount,250,338
00002927,Amount,389,207
00002928,Amount,382,422
00002929,Amount,488,161
00002930,Amount,303,483
00002931,Amount,380,122
00002932,Amount,279,367
00002933,Amount,359,276
00002934,Amount,413,182
00002935,Amount,142,174
00002936,Amount,401,279
00002937,Amount,472,368
00002938,Amount,130,285
00002939,Amount,267,496
00002940,Amount,260,474
00002941,Amount,368,265
00002942,Amount,369,489
00002943,Amount,376,382
00002944,Amount,365,315
00002945,Amount,412,427
00002946,Amount,281,240
00002947,Amount,429,110
00002948,Amount,160,248
00002949,Amount,390,485
00002950,Amount,430,486
00002951,Amount,323,291
00002952,Amount,430,259
00002953,Amount,424,266
00002954,Amount,416,477
00002955,Amount,116,112
00002956,Amount,238,292
00002957,Amount,321,431
00002958,Amount,110,484
00002959,Amount,338,314
00002960,Amount,400,245
00002961,Amount,265,458
00002962,Amount,116,235
00002963,Amount,245,150
00002964,Amount,171,226
00002965,Amount,186,431
00002966,Amount,187,488
00002967,Amount,357,381
00002968,Amount,235,461
00002969,Amount,500,340
00002970,Amount,274,147
00002971,Amount,169,347
00002972,Amount,130,493
00002973,Amount,450,332
00002974,Amount,125,329
00002975,Amount,314,336
00002976,Amount,302,161
00002977,Amount,199,179
00002978,Amount,288,176
00002979,Amount,126,280
00002980,Amount,376,343
00002981,Amount,365,200
00002982,Amount,497,110
00002983,Amount,302,225
00002984,Amount,237,246
00002985,Amount,201,347
00002986,Amount,464,327
00002987,Amount,198,253
00002988,Amount,380,114
00002989,Amount,386,239
00002990,Amount,200,393
00002991,Amount,248,384
00002992,Amount,269,237
00002993,Amount,404,158
00002994,Amount,491,280
00002995,Amount,191,496
00002996,Amount,455,238
00002997,Amount,323,151
00002998,Amount,289,132
00002999,Amount,365,478
00003000,Amount,464,466
00003001,Amount,250,366
00003002,Amount,223,440
00003003,Amount,250,144
00003004,Amount,247,147
00003005,Amount,124,127
00003006,Amount,210,483
00003007,Amount,309,113
00003008,Amount,188,243
00003009,Amount,465,359
00003010,Amount,194,473
00003011,Amount,275,288
00003012,Amount,343,323
00003013,Amount,251,135
00003014,Amount,248,225
00003015,Amount,210,391
00003016,Amount,113,209
00003017,Amount,158,137
00003018,Amount,181,464
00003019,Amount,241,110
00003020,Amount,194,137
00003021,Amount,398,125
00003022,Amount,431,353
00003023,Amount,257,429
00003024,Amount,355,276
00003025,Amount,176,439
00003026,Amount,462,270
00003027,Amount,174,418
00003028,Amount,196,386
00003029,Amount,180,242
00003030,Amount,488,274
00003031,Amount,418,281
00003032,Amount,137,271
00003033,Amount,314,130
00003034,Amount,118,114
00003035,Amount,293,160
00003036,Amount,369,399
00003037,Amount,500,495
00003038,Amount,358,310
00003039,Amount,483,193
00003040,Amount,204,235
00003041,Amount,259,365
00003042,Amount,482,355
00003043,Amount,423,240
00003044,Amount,268,224
00003045,Amount,262,273
00003046,Amount,332,154
00003047,Amount,104,318
00003048,Amount,372,205
00003049,Amount,403,476
00003050,Amount,404,393
00003051,Amount,149,197
00003052,Amount,252,304
00003053,Amount,297,428
00003054,Amount,137,203
00003055,Amount,278,321
00003056,Amount,254,430
00003057,Amount,100,310
00003058,Amount,437,123
00003059,Amount,219,424
00003060,Amount,446,361
00003061,Amount,131,144
00003062,Amount,416,213
00003063,Amount,159,265
00003064,Amount,349,361
00003065,Amount,402,427
00003066,Amount,405,135
00003067,Amount,172,420
00003068,Amount,335,404
00003069,Amount,385,186
00003071,Amount,258,253
00003072,Amount,306,457
00003073,Amount,427,122
00003074,Amount,132,147
00003075,Amount,233,495
00003076,Amount,309,478
00003077,Amount,205,401
00003078,Amount,212,247
00003079,Amount,289,137
00003080,Amount,379,195
00003081,Amount,481,212
00003082,Amount,475,217
00003083,Amount,249,243
00003084,Amount,276,180
00003085,Amount,123,236
00003086,Amount,129,207
00003087,Amount,359,283
00003088,Amount,403,343
00003089,Amount,298,244
00003090,Amount,109,423
00003091,Amount,374,489
00003092,Amount,201,128
00003093,Amount,117,357
00003094,Amount,278,191
00003095,Amount,400,433
00003096,Amount,496,209
00003097,Amount,332,197
00003098,Amount,114,315
00003099,Amount,226,396
00003100,Amount,238,222
00003101,Amount,370,110
00003102,Amount,209,155
00003103,Amount,234,222
00003104,Amount,239,408
00003105,Amount,374,240
00003106,Amount,418,358
00003107,Amount,419,319
00003108,Amount,395,393
00003109,Amount,284,371
00003110,Amount,325,404
00003111,Amount,290,444
00003112,Amount,401,409
00003113,Amount,427,366
00003114,Amount,222,214
00003115,Amount,497,420
00003116,Amount,128,153
00003117,Amount,308,462
00003118,Amount,261,273
00003119,Amount,195,256
00003120,Amount,390,286
00003121,Amount,294,336
00003122,Amount,490,110
00003123,Amount,414,269
00003124,Amount,240,305
00003125,Amount,374,277
00003126,Amount,243,479
00003127,Amount,349,413
00003128,Amount,452,201
00003129,Amount,138,401
00003130,Amount,355,253
00003131,Amount,143,445
00003132,Amount,451,421
00003133,Amount,365,177
00003134,Amount,352,100
00003135,Amount,237,206
00003136,Amount,208,195
00003137,Amount,402,277
00003138,Amount,307,309
00003139,Amount,133,453
00003140,Amount,292,158
00003141,Amount,199,294
00003142,Amount,344,110
00003143,Amount,440,422
00003144,Amount,212,495
00003145,Amount,412,273
00003146,Amount,473,375
00003147,Amount,161,453
00003148,Amount,257,354
00003149,Amount,164,341
00003150,Amount,252,218
00003151,Amount,444,497
00003152,Amount,451,153
00003153,Amount,298,368
00003154,Amount,446,205
00003155,Amount,312,479
00003156,Amount,440,197
00003157,Amount,264,122
00003158,Amount,388,135
00003159,Amount,147,388
00003160,Amount,398,134
00003161,Amount,293,204
00003162,Amount,467,448
00003163,Amount,420,303
00003164,Amount,266,246
00003165,Amount,375,213
00003166,Amount,391,209
00003167,Amount,312,493
00003168,Amount,186,224
00003169,Amount,182,156
00003170,Amount,217,466
00003171,Amount,102,170
00003172,Amount,378,365
00003173,Amount,362,347
00003174,Amount,296,414
00003175,Amount,166,334
00003176,Amount,122,108
00003177,Amount,417,169
00003178,Amount,429,452
00003179,Amount,161,376
00003180,Amount,460,216
00003181,Amount,187,416
00003182,Amount,210,293
00003183,Amount,181,307
00003184,Amount,302,318
00003185,Amount,218,105
00003186,Amount,464,224
00003187,Amount,341,228
00003188,Amount,305,154
00003189,Amount,440,334
00003190,Amount,239,414
00003191,Amount,358,270
00003192,Amount,140,436
00003193,Amount,213,290
00003194,Amount,385,449
00003195,Amount,393,337
00003196,Amount,159,264
00003197,Amount,278,395
00003198,Amount,238,465
00003199,Amount,106,135
00003200,Amount,192,266
00003201,Amount,388,347
00003202,Amount,485,256
00003203,Amount,273,403
00003204,Amount,291,262
00003205,Amount,130,284
00003206,Amount,115,182
00003207,Amount,268,471
00003208,Amount,373,308
00003209,Amount,308,229
00003210,Amount,408,341
00003211,Amount,187,262
00003212,Amount,162,221
00003213,Amount,233,335
00003214,Amount,166,150
00003215,Amount,375,219
00003216,Amount,223,500
00003217,Amount,166,456
00003218,Amount,387,237
00003219,Amount,196,413
00003220,Amount,387,458
00003221,Amount,429,151
00003222,Amount,249,110
00003223,Amount,426,244
00003224,Amount,249,181
00003225,Amount,188,387
00003226,Amount,486,435
00003227,Amount,117,277
00003228,Amount,232,342
00003229,Amount,306,261
00003230,Amount,260,342
00003231,Amount,131,381
00003232,Amount,403,303
00003233,Amount,167,206
00003234,Amount,333,464
00003235,Amount,491,114
00003236,Amount,291,414
00003237,Amount,480,143
00003238,Amount,394,379
00003239,Amount,163,271
00003240,Amount,382,114
00003241,Amount,104,134
00003242,Amount,471,109
00003243,Amount,301,353
00003244,Amount,267,323
00003245,Amount,261,164
00003246,Amount,217,413
00003247,Amount,165,349
00003248,Amount,437,197
00003249,Amount,130,384
00003250,Amount,337,261
00003251,Amount,310,143
00003252,Amount,253,252
00003253,Amount,272,348
00003254,Amount,408,394
00003255,Amount,432,217
00003256,Amount,386,110
00003257,Amount,268,410
00003258,Amount,170,397
00003259,Amount,359,275
00003260,Amount,332,196
00003261,Amount,433,377
00003262,Amount,379,111
00003263,Amount,175,443
00003264,Amount,256,421
00003265,Amount,192,404
00003266,Amount,123,477
00003267,Amount,403,375
00003268,Amount,176,356
00003269,Amount,108,413
00003270,Amount,205,284
00003271,Amount,401,167
00003272,Amount,411,195
00003273,Amount,370,354
00003274,Amount,387,469
00003275,Amount,210,438
00003276,Amount,241,461
00003277,Amount,198,152
00003278,Amount,135,215
00003279,Amount,212,260
00003280,Amount,160,291
00003281,Amount,329,117
00003282,Amount,454,375
00003283,Amount,471,341
00003284,Amount,399,347
00003285,Amount,278,226
00003286,Amount,400,103
00003287,Amount,249,186
00003288,Amount,265,455
00003289,Amount,177,478
00003290,Amount,238,106
00003291,Amount,384,200
00003292,Amount,326,136
00003293,Amount,431,345
00003294,Amount,185,137
00003295,Amount,488,264
00003296,Amount,400,450
00003297,Amount,354,459
00003298,Amount,403,477
00003299,Amount,355,172
00003300,Amount,100,235
00003301,Amount,366,406
00003302,Amount,466,175
00003303,Amount,428,108
00003304,Amount,211,220
00003305,Amount,312,113
00003306,Amount,242,204
00003307,Amount,344,200
00003308,Amount,293,189
00003309,Amount,462,135
00003310,Amount,203,265
00003311,Amount,431,343
00003312,Amount,177,361
00003313,Amount,101,200
00003314,Amount,201,399
00003315,Amount,446,386
00003316,Amount,125,168
00003317,Amount,340,305
00003318,Amount,154,461
00003319,Amount,425,360
00003320,Amount,224,353
00003321,Amount,111,281
00003322,Amount,500,285
00003323,Amount,151,240
00003324,Amount,450,296
00003325,Amount,342,190
00003326,Amount,148,379
00003327,Amount,174,463
00003328,Amount,171,169
00003329,Amount,341,365
00003330,Amount,284,285
00003331,Amount,169,236
00003332,Amount,172,289
00003333,Amount,459,402
00003334,Amount,494,412
00003335,Amount,413,451
00003336,Amount,432,370
00003337,Amount,251,325
00003338,Amount,335,375
00003339,Amount,170,490
00003340,Amount,200,120
00003341,Amount,156,265
00003342,Amount,488,151
00003343,Amount,251,305
00003344,Amount,102,279
00003345,Amount,399,307
00003346,Amount,386,156
00003347,Amount,392,340
00003348,Amount,305,492
00003349,Amount,355,315
00003350,Amount,205,269
00003351,Amount,101,303
00003352,Amount,446,431
00003353,Amount,187,252
00003354,Amount,408,364
00003355,Amount,323,402
00003356,Amount,218,495
00003357,Amount,122,129
00003358,Amount,217,500
00003359,Amount,173,125
00003360,Amount,341,367
00003361,Amount,306,150
00003362,Amount,303,386
00003363,Amount,239,414
00003364,Amount,288,275
00003365,Amount,458,237
00003366,Amount,146,226
00003367,Amount,218,251
00003368,Amount,418,268
00003369,Amount,142,205
00003370,Amount,478,359
00003371,Amount,333,378
00003372,Amount,180,127
00003373,Amount,331,188
00003374,Amount,175,252
00003375,Amount,365,489
00003376,Amount,164,321
00003377,Amount,231,285
00003378,Amount,496,257
00003379,Amount,198,331
00003380,Amount,346,471
00003381,Amount,225,312
00003382,Amount,114,303
00003383,Amount,476,249
00003384,Amount,213,409
00003385,Amount,301,341
00003386,Amount,336,315
00003387,Amount,332,125
00003388,Amount,144,194
00003389,Amount,294,102
00003390,Amount,296,413
00003391,Amount,317,161
00003392,Amount,402,493
00003393,Amount,179,432
00003394,Amount,132,425
00003395,Amount,494,327
00003396,Amount,455,373
00003397,Amount,115,423
00003398,Amount,167,453
00003399,Amount,359,421
00003400,Amount,337,144
00003401,Amount,295,449
00003402,Amount,359,107
00003403,Amount,402,121
00003404,Amount,303,465
00003405,Amount,125,357
00003406,Amount,243,146
00003407,Amount,301,271
00003408,Amount,434,105
00003409,Amount,113,271
00003410,Amount,496,407
00003411,Amount,128,162
00003412,Amount,438,349
00003413,Amount,435,452
00003414,Amount,295,438
00003415,Amount,252,208
00003416,Amount,105,401
00003417,Amount,455,444
00003418,Amount,306,125
00003419,Amount,115,358
00003420,Amount,271,126
00003421,Amount,460,255
00003422,Amount,470,373
00003423,Amount,450,352
00003424,Amount,286,103
00003425,Amount,340,347
00003426,Amount,391,398
00003427,Amount,115,293
00003428,Amount,211,452
00003429,Amount,445,230
00003430,Amount,273,137
00003431,Amount,189,204
00003432,Amount,500,410
00003433,Amount,240,130
00003434,Amount,327,383
00003435,Amount,233,139
00003436,Amount,407,110
00003437,Amount,366,414
00003438,Amount,495,404
00003439,Amount,414,412
00003440,Amount,472,158
00003441,Amount,199,279
00003442,Amount,394,241
00003443,Amount,345,492
00003444,Amount,218,362
00003445,Amount,426,392
00003446,Amount,175,148
00003447,Amount,476,314
00003448,Amount,459,187
00003449,Amount,184,314
00003450,Amount,316,195
00003451,Amount,291,250
00003452,Amount,354,261
00003453,Amount,114,440
00003454,Amount,252,162
00003455,Amount,335,210
00003456,Amount,179,414
00003457,Amount,145,318
00003458,Amount,491,149
00003459,Amount,229,228
00003460,Amount,177,131
00003461,Amount,355,164
00003462,Amount,267,380
00003463,Amount,424,494
00003464,Amount,106,116
00003465,Amount,228,338
00003466,Amount,176,173
00003467,Amount,378,415
00003468,Amount,342,223
00003469,Amount,296,308
00003470,Amount,442,329
00003471,Amount,131,167
00003472,Amount,433,482
00003473,Amount,481,312
00003474,Amount,173,216
00003475,Amount,131,125
00003476,Amount,211,336
00003477,Amount,333,401
00003478,Amount,465,367
00003479,Amount,326,366
00003480,Amount,309,236
00003481,Amount,234,297
00003482,Amount,387,334
00003483,Amount,122,155
00003484,Amount,443,192
00003485,Amount,146,345
00003486,Amount,460,199
00003487,Amount,212,266
00003488,Amount,192,385
00003489,Amount,500,426
00003490,Amount,162,230
00003491,Amount,173,388
00003492,Amount,331,329
00003493,Amount,239,167
00003494,Amount,332,469
00003495,Amount,212,283
00003496,Amount,260,399
00003497,Amount,111,245
00003498,Amount,205,182
00003499,Amount,409,260
00003500,Amount,454,141
00003501,Amount,359,244
00003502,Amount,179,380
00003503,Amount,110,483
00003504,Amount,310,128
00003505,Amount,307,457
00003506,Amount,470,294
00003507,Amount,389,268
00003508,Amount,169,195
00003509,Amount,419,429
00003510,Amount,116,308
00003511,Amount,143,322
00003512,Amount,357,327
00003513,Amount,195,222
00003514,Amount,478,455
00003515,Amount,172,467
00003516,Amount,487,101
00003517,Amount,116,430
00003518,Amount,108,221
00003519,Amount,487,147
00003520,Amount,147,266
00003521,Amount,187,174
00003522,Amount,109,218
00003523,Amount,175,342
00003524,Amount,320,209
00003525,Amount,384,199
00003526,Amount,372,195
00003527,Amount,123,184
00003528,Amount,201,147
00003529,Amount,355,199
00003530,Amount,120,499
00003531,Amount,364,155
00003532,Amount,186,489
00003533,Amount,487,477
00003534,Amount,341,262
00003535,Amount,297,251
00003536,Amount,500,279
00003537,Amount,122,397
00003538,Amount,215,251
00003539,Amount,337,269
00003540,Amount,497,423
00003541,Amount,359,163
00003542,Amount,254,480
00003543,Amount,280,364
00003544,Amount,464,295
00003545,Amount,369,386
00003546,Amount,327,221
00003547,Amount,458,294
00003548,Amount,483,153
00003549,Amount,327,400
00003550,Amount,231,113
00003551,Amount,135,427
00003552,Amount,283,305
00003553,Amount,209,350
00003554,Amount,424,158
00003555,Amount,402,275
00003556,Amount,117,335
00003557,Amount,419,196
00003558,Amount,379,435
00003559,Amount,248,133
00003560,Amount,198,207
00003561,Amount,440,268
00003562,Amount,460,204
00003563,Amount,104,461
00003564,Amount,296,198
00003565,Amount,144,260
00003566,Amount,158,219
00003567,Amount,365,448
00003568,Amount,163,165
00003569,Amount,427,102
00003570,Amount,430,476
00003571,Amount,225,124
00003572,Amount,153,215
00003573,Amount,363,380
00003574,Amount,121,477
00003575,Amount,423,122
00003576,Amount,279,376
00003577,Amount,116,137
00003578,Amount,194,205
00003579,Amount,175,413
00003580,Amount,151,298
00003581,Amount,340,390
00003582,Amount,476,215
00003583,Amount,114,363
00003584,Amount,140,331
00003585,Amount,338,233
00003586,Amount,115,479
00003587,Amount,303,256
00003588,Amount,213,377
00003589,Amount,296,369
00003590,Amount,216,283
00003591,Amount,219,275
00003592,Amount,272,162
00003593,Amount,481,132
00003594,Amount,397,287
00003595,Amount,307,261
00003596,Amount,219,442
00003597,Amount,442,143
00003598,Amount,307,191
00003599,Amount,350,310
00003600,Amount,312,218
00003601,Amount,321,421
00003602,Amount,430,117
00003603,Amount,434,198
00003604,Amount,351,224
00003605,Amount,192,473
00003606,Amount,198,359
00003607,Amount,324,131
00003608,Amount,264,240
00003609,Amount,465,240
00003610,Amount,146,392
00003611,Amount,204,142
00003612,Amount,192,113
00003613,Amount,286,412
00003614,Amount,451,343
00003615,Amount,429,102
00003616,Amount,398,385
00003617,Amount,152,241
00003618,Amount,382,178
00003619,Amount,304,277
00003620,Amount,413,482
00003621,Amount,280,338
00003622,Amount,126,142
00003623,Amount,151,359
00003624,Amount,206,344
00003625,Amount,377,266
00003626,Amount,369,162
00003627,Amount,394,472
00003628,Amount,483,184
00003629,Amount,180,291
00003630,Amount,139,451
00003631,Amount,265,151
00003632,Amount,466,199
00003633,Amount,135,484
00003634,Amount,224,388
00003635,Amount,148,231
00003636,Amount,296,370
00003637,Amount,127,248
00003638,Amount,299,173
00003639,Amount,203,434
00003640,Amount,128,113
00003641,Amount,315,124
00003642,Amount,443,495
00003643,Amount,381,165
