ID,feild_name,source_data_value,target_data_value
00002452,Amount,118,146
00002453,Amount,103,162
00002454,Amount,135,483
00002455,Amount,329,318
00002456,Amount,398,430
00002457,Amount,253,103
00002458,Amount,383,497
00002459,Amount,478,224
00002460,Amount,285,345
00002461,Amount,135,379
00002462,Amount,179,335
00002463,Amount,453,111
00002464,Amount,169,401
00002465,Amount,382,229
00002466,Amount,492,209
00002467,Amount,437,412
00002468,Amount,111,121
00002469,Amount,255,288
00002470,Amount,353,226
00002471,Amount,145,372
00002472,Amount,302,215
00002473,Amount,254,422
00002474,Amount,115,338
00002475,Amount,155,138
00002476,Amount,195,124
00002477,Amount,240,281
00002478,Amount,290,125
00002479,Amount,164,116
00002480,Amount,257,166
00002481,Amount,115,438
00002482,Amount,481,256
00002483,Amount,197,416
00002484,Amount,136,132
00002485,Amount,446,442
00002486,Amount,335,409
00002487,Amount,299,464
00002488,Amount,205,481
00002489,Amount,399,385
00002490,Amount,469,326
00002491,Amount,476,340
00002492,Amount,413,427
00002493,Amount,147,386
00002494,Amount,223,343
00002495,Amount,216,406
00002496,Amount,164,500
00002497,Amount,161,158
00002498,Amount,491,266
00002499,Amount,156,403
00002500,Amount,176,483
00002501,Amount,488,129
00002502,Amount,156,137
00002503,Amount,456,247
00002504,Amount,190,198
00002505,Amount,417,152
00002506,Amount,301,291
00002507,Amount,213,447
00002508,Amount,326,481
00002509,Amount,116,199
00002510,Amount,142,393
00002511,Amount,393,318
00002512,Amount,138,178
00002513,Amount,136,240
00002514,Amount,177,131
00002515,Amount,107,208
00002517,Amount,148,364
00002518,Amount,491,360
00002519,Amount,240,249
00002520,Amount,107,416
00002521,Amount,289,266
00002522,Amount,221,373
00002523,Amount,310,243
00002524,Amount,219,484
00002525,Amount,286,488
00002526,Amount,467,376
00002527,Amount,329,171
00002528,Amount,185,123
00002529,Amount,120,460
00002530,Amount,438,452
00002531,Amount,404,135
00002532,Amount,139,255
00002533,Amount,173,153
00002535,Amount,179,372
00002536,Amount,453,166
00002537,Amount,292,266
00002538,Amount,404,365
00002539,Amount,301,457
00002540,Amount,322,456
00002541,Amount,118,423
00002542,Amount,272,305
00002543,Amount,396,486
00002544,Amount,294,462
00002545,Amount,229,329
00002546,Amount,256,456
00002547,Amount,461,243
00002548,Amount,146,109
00002549,Amount,440,417
00002550,Amount,484,265
00002551,Amount,408,210
00002552,Amount,452,150
00002553,Amount,114,422
00002554,Amount,421,463
00002555,Amount,241,104
00002556,Amount,269,313
00002557,Amount,354,143
00002558,Amount,315,411
00002559,Amount,289,449
00002560,Amount,420,302
00002561,Amount,492,246
00002562,Amount,114,383
00002563,Amount,480,309
00002564,Amount,368,492
00002565,Amount,342,300
00002566,Amount,449,150
00002567,Amount,226,113
00002568,Amount,138,447
00002569,Amount,358,194
00002570,Amount,316,295
00002571,Amount,179,335
00002572,Amount,325,177
00002573,Amount,327,122
00002574,Amount,440,306
00002575,Amount,215,323
00002576,Amount,480,289
00002577,Amount,311,361
00002578,Amount,496,391
00002579,Amount,185,196
00002580,Amount,229,353
00002581,Amount,465,318
00002582,Amount,317,354
00002583,Amount,231,376
00002584,Amount,117,223
00002585,Amount,106,246
00002586,Amount,205,185
00002587,Amount,211,347
00002588,Amount,384,372
00002589,Amount,102,232
00002590,Amount,297,191
00002591,Amount,108,128
00002592,Amount,333,396
00002593,Amount,197,315
00002594,Amount,498,413
00002595,Amount,358,154
00002596,Amount,492,111
00002597,Amount,176,181
00002598,Amount,169,203
00002599,Amount,385,225
00002600,Amount,268,367
00002601,Amount,411,137
00002602,Amount,163,285
00002603,Amount,472,245
00002604,Amount,305,494
00002605,Amount,500,141
00002606,Amount,102,303
00002607,Amount,454,417
00002608,Amount,261,140
00002609,Amount,320,222
00002610,Amount,389,295
00002611,Amount,247,451
00002612,Amount,297,148
00002613,Amount,424,392
00002614,Amount,362,198
00002615,Amount,188,100
00002616,Amount,401,352
00002617,Amount,159,487
00002618,Amount,484,450
00002619,Amount,383,332
00002620,Amount,382,160
00002621,Amount,311,183
00002622,Amount,277,309
00002623,Amount,464,123
00002624,Amount,431,498
00002625,Amount,212,137
00002626,Amount,423,195
00002627,Amount,394,400
00002628,Amount,253,373
00002629,Amount,187,430
00002630,Amount,235,456
00002631,Amount,183,302
00002632,Amount,365,440
00002633,Amount,311,411
00002634,Amount,481,467
00002635,Amount,124,134
00002636,Amount,291,397
00002637,Amount,379,480
00002638,Amount,148,166
00002639,Amount,383,151
00002640,Amount,212,471
00002641,Amount,162,267
00002642,Amount,183,385
00002643,Amount,294,409
00002644,Amount,424,263
00002645,Amount,361,423
00002646,Amount,215,307
00002647,Amount,383,465
00002648,Amount,307,171
00002649,Amount,268,164
00002650,Amount,321,449
00002651,Amount,273,324
00002652,Amount,288,113
00002653,Amount,365,393
00002654,Amount,203,147
00002655,Amount,102,496
00002656,Amount,286,262
00002657,Amount,452,441
00002658,Amount,479,244
00002659,Amount,202,235
00002660,Amount,151,300
00002661,Amount,418,331
00002662,Amount,227,182
00002663,Amount,169,237
00002664,Amount,287,130
00002665,Amount,181,349
00002666,Amount,214,152
00002667,Amount,187,300
00002668,Amount,303,305
00002669,Amount,123,253
00002670,Amount,273,449
00002671,Amount,468,448
00002672,Amount,308,321
00002673,Amount,366,267
00002674,Amount,481,500
00002675,Amount,475,347
00002676,Amount,238,371
00002677,Amount,157,457
00002678,Amount,480,450
00002679,Amount,345,297
00002680,Amount,228,488
00002681,Amount,337,421
00002682,Amount,129,334
00002683,Amount,415,272
00002684,Amount,405,219
00002685,Amount,270,178
00002686,Amount,160,263
00002687,Amount,132,484
00002688,Amount,206,168
00002689,Amount,153,227
00002690,Amount,349,484
00002691,Amount,309,209
00002692,Amount,138,469
00002693,Amount,467,425
00002694,Amount,163,462
00002695,Amount,446,314
00002696,Amount,362,144
00002697,Amount,483,496
00002698,Amount,116,478
00002699,Amount,216,342
00002700,Amount,340,242
00002701,Amount,265,158
00002702,Amount,250,170
00002703,Amount,443,412
00002704,Amount,348,410
00002705,Amount,413,130
00002706,Amount,437,170
00002707,Amount,348,429
00002708,Amount,308,105
00002709,Amount,291,387
00002710,Amount,395,328
00002711,Amount,121,438
00002712,Amount,470,178
00002713,Amount,500,441
00002714,Amount,218,235
00002715,Amount,217,108
00002716,Amount,191,414
00002717,Amount,224,206
00002718,Amount,296,295
00002719,Amount,136,417
00002720,Amount,343,122
00002721,Amount,345,337
00002722,Amount,276,179
00002723,Amount,213,186
00002724,Amount,312,448
00002725,Amount,285,274
00002726,Amount,127,300
00002727,Amount,290,492
00002728,Amount,274,318
00002729,Amount,128,154
00002730,Amount,358,482
00002731,Amount,139,114
00002732,Amount,213,220
00002733,Amount,191,147
00002734,Amount,101,472
00002735,Amount,445,323
00002736,Amount,281,353
00002737,Amount,183,123
00002738,Amount,401,453
00002739,Amount,200,288
00002740,Amount,459,116
00002741,Amount,237,498
00002742,Amount,188,404
00002743,Amount,179,174
00002744,Amount,103,472
00002745,Amount,285,182
00002746,Amount,322,163
00002747,Amount,214,445
00002748,Amount,208,399
00002749,Amount,438,141
00002750,Amount,351,184
00002751,Amount,193,167
00002752,Amount,477,291
00002753,Amount,186,365
00002754,Amount,362,461
00002755,Amount,262,428
00002756,Amount,157,311
00002757,Amount,395,171
00002758,Amount,202,334
00002760,Amount,198,274
00002761,Amount,332,430
00002762,Amount,468,453
00002763,Amount,466,130
00002764,Amount,205,342
00002765,Amount,326,275
00002766,Amount,284,147
00002767,Amount,244,324
00002768,Amount,112,497
00002769,Amount,204,216
00002770,Amount,422,498
00002771,Amount,310,114
00002772,Amount,356,466
00002773,Amount,355,185
00002774,Amount,163,165
00002775,Amount,142,483
00002776,Amount,237,358
00002777,Amount,254,438
00002778,Amount,143,476
00002779,Amount,425,249
00002780,Amount,155,122
00002781,Amount,121,248
00002782,Amount,387,146
00002783,Amount,257,442
00002784,Amount,326,118
00002785,Amount,271,120
00002786,Amount,140,173
00002787,Amount,129,115
00002788,Amount,336,222
00002789,Amount,427,429
00002790,Amount,274,475
00002791,Amount,239,421
00002792,Amount,271,195
00002793,Amount,344,151
00002794,Amount,445,431
00002795,Amount,267,296
00002796,Amount,106,415
00002797,Amount,243,279
00002798,Amount,207,398
00002799,Amount,380,482
00002800,Amount,455,432
00002801,Amount,353,432
00002802,Amount,484,246
00002803,Amount,241,147
00002804,Amount,335,239
00002805,Amount,429,208
00002806,Amount,204,369
00002807,Amount,313,139
00002808,Amount,313,132
00002809,Amount,149,183
00002810,Amount,367,489
00002811,Amount,383,455
00002812,Amount,390,260
00002813,Amount,190,146
00002814,Amount,311,262
00002815,Amount,216,238
00002816,Amount,307,156
00002817,Amount,419,428
00002818,Amount,279,377
00002819,Amount,462,108
00002820,Amount,286,345
00002821,Amount,489,306
00002822,Amount,325,150
00002823,Amount,456,363
00002824,Amount,368,161
00002825,Amount,188,376
00002826,Amount,202,285
00002827,Amount,269,300
00002828,Amount,184,249
00002829,Amount,457,408
00002830,Amount,150,213
00002831,Amount,499,478
00002832,Amount,428,269
00002833,Amount,486,408
00002834,Amount,298,278
00002836,Amount,443,207
00002837,Amount,137,353
00002838,Amount,444,205
00002839,Amount,425,434
00002840,Amount,110,345
00002841,Amount,111,158
00002842,Amount,260,456
00002843,Amount,414,370
00002844,Amount,257,481
00002845,Amount,348,192
00002846,Amount,150,203
00002847,Amount,335,360
00002848,Amount,360,243
00002849,Amount,475,150
00002850,Amount,181,467
00002851,Amount,323,358
00002852,Amount,459,296
00002853,Amount,220,368
00002854,Amount,201,306
00002855,Amount,154,127
00002856,Amount,286,129
00002857,Amount,489,212
00002858,Amount,156,229
00002859,Amount,303,187
00002860,Amount,339,129
00002861,Amount,323,124
00002862,Amount,143,346
00002863,Amount,361,281
00002864,Amount,261,146
00002865,Amount,291,458
00002866,Amount,382,373
00002867,Amount,431,209
00002868,Amount,281,250
00002869,Amount,500,345
00002870,Amount,439,344
00002871,Amount,417,185
00002872,Amount,220,242
00002873,Amount,110,444
00002874,Amount,105,242
00002875,Amount,434,310
00002876,Amount,105,283
00002877,Amount,289,449
00002878,Amount,335,129
00002879,Amount,328,305
00002880,Amount,397,454
00002881,Amount,163,213
00002882,Amount,397,145
00002883,Amount,142,199
00002884,Amount,167,443
00002885,Amount,168,228
00002886,Amount,382,467
00002887,Amount,151,486
00002888,Amount,346,430
00002889,Amount,473,329
00002890,Amount,188,317
00002891,Amount,461,331
00002892,Amount,320,364
00002893,Amount,365,498
00002894,Amount,445,248
00002895,Amount,147,387
00002896,Amount,194,361
00002897,Amount,143,140
00002898,Amount,138,145
00002899,Amount,448,246
00002900,Amount,365,343
00002901,Amount,334,288
00002902,Amount,247,424
00002903,Amount,341,137
00002904,Amount,335,365
00002905,Amount,371,169
00002906,Amount,229,457
00002907,Amount,479,108
00002908,Amount,131,333
00002909,Amount,219,489
00002910,Amount,127,266
00002911,Amount,431,237
00002912,Amount,464,459
00002913,Amount,307,147
00002914,Amount,389,236
00002915,Amount,287,452
00002916,Amount,244,246
00002917,Amount,197,477
00002918,Amount,266,459
00002920,Amount,131,231
00002921,Amount,464,175
00002922,Amount,278,498
00002923,Amount,224,295
00002924,Amount,105,164
00002925,Amount,343,358
00002926,Amount,291,182
00002927,Amount,317,267
00002928,Amount,275,480
00002929,Amount,443,166
00002930,Amount,262,372
00002931,Amount,468,156
00002932,Amount,443,400
00002933,Amount,446,450
00002934,Amount,328,373
00002935,Amount,163,385
00002936,Amount,369,103
00002937,Amount,438,107
00002938,Amount,278,423
00002939,Amount,254,474
00002940,Amount,162,334
00002941,Amount,397,433
00002942,Amount,190,261
00002943,Amount,472,334
00002944,Amount,331,412
00002945,Amount,307,290
00002946,Amount,212,466
00002947,Amount,310,233
00002948,Amount,344,314
00002949,Amount,262,111
00002950,Amount,156,112
00002951,Amount,482,349
00002952,Amount,497,447
00002953,Amount,125,310
00002954,Amount,433,398
00002955,Amount,292,283
00002956,Amount,290,440
00002957,Amount,143,170
00002958,Amount,445,457
00002959,Amount,426,304
00002960,Amount,344,389
00002961,Amount,119,491
00002962,Amount,319,163
00002963,Amount,348,263
00002964,Amount,151,235
00002965,Amount,354,227
00002966,Amount,441,347
00002967,Amount,397,439
00002968,Amount,469,234
00002969,Amount,324,310
00002970,Amount,421,325
00002971,Amount,247,324
00002972,Amount,416,376
00002973,Amount,332,263
00002974,Amount,339,261
00002975,Amount,153,124
00002976,Amount,462,185
00002977,Amount,430,306
00002978,Amount,210,500
00002979,Amount,313,248
00002980,Amount,325,131
00002981,Amount,381,495
00002982,Amount,329,384
00002983,Amount,187,371
00002984,Amount,269,326
00002985,Amount,156,491
00002986,Amount,383,344
00002987,Amount,223,496
00002988,Amount,448,449
00002989,Amount,391,371
00002990,Amount,249,345
00002991,Amount,105,440
00002992,Amount,170,158
00002993,Amount,267,437
00002994,Amount,393,460
00002995,Amount,325,277
00002996,Amount,407,439
00002997,Amount,145,457
00002998,Amount,261,161
00002999,Amount,421,496
00003000,Amount,236,379
00003001,Amount,318,214
00003002,Amount,382,451
00003003,Amount,204,106
00003004,Amount,256,167
00003005,Amount,181,334
00003006,Amount,274,302
00003007,Amount,145,147
00003008,Amount,276,236
00003009,Amount,343,220
00003010,Amount,334,425
00003011,Amount,266,159
00003012,Amount,319,273
00003013,Amount,295,318
00003014,Amount,261,269
00003015,Amount,361,197
00003016,Amount,306,230
00003017,Amount,280,494
00003018,Amount,408,164
00003019,Amount,180,310
00003020,Amount,238,463
00003021,Amount,189,167
00003022,Amount,269,270
00003023,Amount,392,400
00003024,Amount,326,182
00003025,Amount,126,475
00003026,Amount,157,418
00003027,Amount,306,278
00003028,Amount,423,335
00003029,Amount,255,491
00003030,Amount,119,361
00003031,Amount,351,409
00003032,Amount,327,307
00003033,Amount,455,406
00003034,Amount,391,340
00003035,Amount,263,252
00003036,Amount,466,353
00003037,Amount,420,226
00003038,Amount,137,180
00003039,Amount,497,337
00003040,Amount,306,441
00003041,Amount,291,196
00003042,Amount,430,152
00003043,Amount,208,179
00003044,Amount,133,134
00003045,Amount,275,330
00003046,Amount,259,307
00003047,Amount,216,281
00003048,Amount,371,403
00003049,Amount,357,450
00003050,Amount,163,498
00003051,Amount,493,124
00003052,Amount,117,218
00003053,Amount,297,112
00003054,Amount,346,405
00003055,Amount,224,248
00003056,Amount,253,295
00003057,Amount,444,188
00003058,Amount,451,305
00003059,Amount,441,131
00003060,Amount,440,173
00003061,Amount,335,328
00003062,Amount,354,439
00003063,Amount,224,107
00003064,Amount,474,276
00003065,Amount,145,173
00003066,Amount,474,275
00003067,Amount,409,459
00003068,Amount,159,399
00003069,Amount,224,341
00003070,Amount,137,180
00003071,Amount,378,303
00003072,Amount,292,397
00003073,Amount,382,332
00003074,Amount,448,378
00003075,Amount,239,289
00003076,Amount,381,296
00003077,Amount,131,377
00003078,Amount,316,374
00003079,Amount,217,250
00003080,Amount,312,471
00003081,Amount,294,261
00003082,Amount,301,323
00003083,Amount,147,477
00003084,Amount,238,263
00003085,Amount,444,320
00003086,Amount,348,333
00003087,Amount,162,432
00003088,Amount,287,301
00003089,Amount,127,350
00003090,Amount,209,440
00003091,Amount,212,318
00003092,Amount,169,471
00003093,Amount,464,498
00003094,Amount,300,231
00003095,Amount,430,288
00003096,Amount,158,370
00003097,Amount,357,483
00003098,Amount,179,337
00003099,Amount,360,368
00003100,Amount,200,334
00003101,Amount,331,449
00003102,Amount,124,128
00003103,Amount,343,222
00003104,Amount,423,316
00003105,Amount,345,426
00003106,Amount,237,280
00003107,Amount,303,228
00003108,Amount,303,498
00003109,Amount,294,169
00003110,Amount,218,180
00003111,Amount,146,500
00003112,Amount,436,421
00003113,Amount,180,491
00003114,Amount,206,325
00003115,Amount,182,102
00003116,Amount,223,462
00003117,Amount,215,271
00003118,Amount,486,232
00003119,Amount,484,247
00003120,Amount,335,141
00003121,Amount,236,404
00003122,Amount,447,132
00003123,Amount,168,482
00003124,Amount,110,155
00003125,Amount,285,141
00003126,Amount,326,371
00003127,Amount,385,284
00003128,Amount,470,422
00003129,Amount,393,373
00003130,Amount,295,314
00003131,Amount,354,400
00003132,Amount,201,353
00003133,Amount,186,327
00003134,Amount,495,197
00003135,Amount,358,152
00003136,Amount,187,328
00003137,Amount,376,372
00003138,Amount,100,307
00003139,Amount,185,415
00003140,Amount,215,172
00003141,Amount,301,128
00003142,Amount,241,426
00003143,Amount,375,192
00003144,Amount,358,113
00003145,Amount,403,223
00003146,Amount,178,439
00003147,Amount,492,119
00003148,Amount,471,127
00003149,Amount,365,333
00003150,Amount,208,415
00003151,Amount,479,337
00003152,Amount,206,222
00003153,Amount,363,148
00003154,Amount,486,435
00003155,Amount,269,190
00003156,Amount,330,161
00003157,Amount,294,276
00003158,Amount,347,307
00003159,Amount,304,295
00003160,Amount,158,364
00003161,Amount,340,271
00003162,Amount,283,334
00003163,Amount,278,258
00003164,Amount,173,342
00003165,Amount,152,183
00003166,Amount,486,202
00003167,Amount,388,390
00003168,Amount,292,318
00003169,Amount,117,127
00003170,Amount,206,489
00003171,Amount,291,459
00003172,Amount,235,430
00003173,Amount,326,170
00003174,Amount,138,262
00003175,Amount,343,476
00003176,Amount,336,384
00003177,Amount,235,282
00003178,Amount,216,380
00003179,Amount,109,373
00003180,Amount,379,164
00003181,Amount,221,451
00003182,Amount,402,187
00003183,Amount,171,131
00003184,Amount,265,443
00003185,Amount,349,343
00003186,Amount,140,389
00003187,Amount,254,343
00003188,Amount,249,129
00003189,Amount,201,245
00003190,Amount,500,293
00003191,Amount,215,103
00003192,Amount,496,358
00003193,Amount,436,386
00003194,Amount,263,352
00003195,Amount,337,124
00003196,Amount,220,423
00003197,Amount,138,343
00003198,Amount,373,381
00003199,Amount,315,171
00003200,Amount,210,236
00003201,Amount,363,365
00003202,Amount,245,383
00003203,Amount,231,245
00003204,Amount,157,100
00003205,Amount,206,454
00003206,Amount,493,249
00003207,Amount,327,301
00003208,Amount,147,315
00003209,Amount,492,496
00003210,Amount,339,288
00003211,Amount,222,408
00003212,Amount,450,219
00003213,Amount,262,260
00003214,Amount,269,436
00003215,Amount,413,379
00003216,Amount,227,242
00003217,Amount,393,296
00003218,Amount,113,414
00003219,Amount,303,342
00003220,Amount,114,231
00003221,Amount,209,114
00003222,Amount,140,121
00003223,Amount,127,294
00003224,Amount,310,130
00003225,Amount,108,100
00003226,Amount,260,402
00003227,Amount,352,248
00003228,Amount,159,407
00003229,Amount,385,438
00003230,Amount,178,166
00003231,Amount,303,297
00003232,Amount,145,405
00003233,Amount,170,498
00003234,Amount,483,305
00003235,Amount,182,481
00003236,Amount,316,341
00003237,Amount,153,330
00003238,Amount,141,390
00003239,Amount,393,137
00003240,Amount,439,142
00003241,Amount,333,462
00003242,Amount,357,165
00003243,Amount,197,367
00003244,Amount,288,239
00003245,Amount,359,418
00003246,Amount,376,475
00003247,Amount,117,431
00003248,Amount,182,398
00003249,Amount,277,101
00003250,Amount,210,162
00003251,Amount,338,416
00003252,Amount,202,293
00003253,Amount,434,182
00003254,Amount,190,143
00003255,Amount,305,394
00003256,Amount,356,240
00003257,Amount,166,123
00003258,Amount,350,243
00003259,Amount,322,164
00003260,Amount,474,438
00003261,Amount,269,389
00003262,Amount,491,363
00003263,Amount,126,196
00003264,Amount,414,343
00003265,Amount,165,392
00003266,Amount,424,327
00003267,Amount,475,305
00003268,Amount,354,400
00003269,Amount,311,267
00003270,Amount,152,463
00003271,Amount,182,312
00003273,Amount,254,469
00003274,Amount,207,476
00003275,Amount,473,245
00003276,Amount,417,472
00003277,Amount,261,388
00003278,Amount,221,351
00003279,Amount,190,230
00003280,Amount,328,190
00003281,Amount,106,407
00003282,Amount,362,326
00003283,Amount,249,429
00003284,Amount,302,183
00003285,Amount,269,363
00003286,Amount,487,283
00003287,Amount,262,455
00003288,Amount,465,112
00003289,Amount,118,481
00003290,Amount,106,159
00003291,Amount,254,370
00003292,Amount,167,183
00003293,Amount,445,165
00003294,Amount,176,255
00003295,Amount,404,125
00003296,Amount,316,101
00003297,Amount,352,216
00003298,Amount,269,249
00003299,Amount,337,444
00003300,Amount,274,288
00003301,Amount,456,100
00003302,Amount,369,278
00003303,Amount,173,358
00003304,Amount,448,490
00003305,Amount,368,199
00003306,Amount,336,142
00003307,Amount,432,202
00003308,Amount,365,141
00003309,Amount,210,447
00003310,Amount,275,370
00003311,Amount,345,134
00003312,Amount,232,291
00003313,Amount,462,378
00003314,Amount,233,137
00003315,Amount,112,153
00003316,Amount,137,434
00003317,Amount,449,361
00003318,Amount,171,279
00003319,Amount,143,475
00003320,Amount,444,153
00003321,Amount,264,259
00003322,Amount,266,359
00003323,Amount,472,120
00003324,Amount,316,447
00003325,Amount,348,385
00003326,Amount,151,217
00003327,Amount,470,223
00003328,Amount,248,224
00003329,Amount,484,353
00003330,Amount,333,106
00003331,Amount,431,396
00003332,Amount,271,215
00003333,Amount,417,405
00003334,Amount,268,237
00003335,Amount,155,123
00003336,Amount,414,291
00003337,Amount,206,247
00003338,Amount,426,236
00003339,Amount,473,230
00003340,Amount,319,339
00003341,Amount,270,426
00003342,Amount,341,357
00003343,Amount,171,497
00003344,Amount,365,262
00003345,Amount,458,467
00003346,Amount,494,424
00003347,Amount,439,411
00003348,Amount,365,255
00003349,Amount,380,215
00003350,Amount,431,428
00003351,Amount,188,373
00003352,Amount,390,103
00003353,Amount,269,264
00003354,Amount,340,176
00003355,Amount,327,423
00003356,Amount,194,107
00003357,Amount,156,369
00003358,Amount,176,366
00003359,Amount,300,189
00003360,Amount,372,301
00003361,Amount,224,361
00003362,Amount,343,177
00003363,Amount,105,185
00003364,Amount,384,249
00003365,Amount,432,141
00003366,Amount,155,382
00003367,Amount,171,114
00003368,Amount,122,309
00003369,Amount,396,237
00003370,Amount,395,139
00003371,Amount,342,100
00003372,Amount,484,436
00003373,Amount,459,312
00003374,Amount,262,328
00003375,Amount,192,438
00003376,Amount,303,470
00003377,Amount,402,411
00003378,Amount,185,202
00003379,Amount,172,499
00003380,Amount,124,337
00003381,Amount,484,456
00003382,Amount,115,321
00003383,Amount,253,420
00003384,Amount,273,134
00003385,Amount,463,294
00003386,Amount,407,198
00003387,Amount,255,321
00003388,Amount,367,355
00003389,Amount,172,226
00003390,Amount,194,421
00003391,Amount,301,463
00003392,Amount,203,496
00003393,Amount,338,248
00003394,Amount,292,416
00003395,Amount,147,315
00003396,Amount,217,184
00003397,Amount,438,235
00003398,Amount,263,188
00003399,Amount,305,276
00003400,Amount,207,254
00003401,Amount,410,407
00003402,Amount,248,486
00003403,Amount,190,430
00003404,Amount,500,486
00003405,Amount,363,275
00003406,Amount,225,382
00003407,Amount,313,172
00003408,Amount,222,486
00003409,Amount,205,161
00003410,Amount,402,251
00003411,Amount,215,178
00003412,Amount,298,146
00003413,Amount,379,398
00003414,Amount,281,288
00003415,Amount,175,163
00003416,Amount,187,470
00003417,Amount,458,240
00003418,Amount,136,210
00003419,Amount,419,144
00003420,Amount,453,280
00003421,Amount,436,225
00003422,Amount,495,447
00003423,Amount,354,431
00003424,Amount,270,495
00003425,Amount,191,122
00003426,Amount,363,149
00003427,Amount,142,134
00003428,Amount,160,115
00003429,Amount,480,142
00003430,Amount,203,450
00003431,Amount,197,334
00003432,Amount,270,380
00003433,Amount,196,141
00003434,Amount,354,419
00003435,Amount,411,406
00003436,Amount,186,495
00003437,Amount,288,203
00003438,Amount,287,270
00003439,Amount,430,411
00003440,Amount,361,261
00003441,Amount,387,154
00003442,Amount,423,332
00003443,Amount,126,483
00003444,Amount,386,444
00003445,Amount,373,490
00003446,Amount,398,247
00003447,Amount,329,396
00003448,Amount,433,272
00003449,Amount,439,312
00003450,Amount,239,477
00003451,Amount,184,325
00003452,Amount,280,252
00003453,Amount,333,258
00003454,Amount,187,227
00003455,Amount,127,426
00003456,Amount,222,387
00003457,Amount,211,361
00003458,Amount,400,149
00003459,Amount,322,463
00003460,Amount,371,272
00003461,Amount,273,154
00003462,Amount,236,400
00003463,Amount,292,384
00003464,Amount,175,173
00003465,Amount,349,250
00003466,Amount,183,180
00003467,Amount,185,285
00003468,Amount,276,140
00003469,Amount,494,114
00003470,Amount,191,165
00003471,Amount,350,108
00003472,Amount,117,292
00003473,Amount,477,489
00003474,Amount,346,365
00003475,Amount,283,303
00003476,Amount,105,119
00003477,Amount,477,135
00003478,Amount,472,203
00003479,Amount,154,482
00003480,Amount,410,208
00003481,Amount,333,389
00003482,Amount,299,333
00003483,Amount,334,278
00003484,Amount,201,226
00003485,Amount,296,267
00003486,Amount,454,467
00003487,Amount,119,299
00003488,Amount,158,114
00003489,Amount,492,320
00003490,Amount,497,236
00003491,Amount,254,199
00003492,Amount,319,123
00003493,Amount,132,478
00003494,Amount,439,432
00003495,Amount,366,216
00003496,Amount,117,106
00003497,Amount,385,297
00003498,Amount,215,207
00003499,Amount,428,182
00003500,Amount,292,176
00003501,Amount,453,302
00003502,Amount,225,249
00003503,Amount,204,144
00003504,Amount,179,346
00003505,Amount,147,135
00003506,Amount,325,125
00003507,Amount,156,128
00003508,Amount,307,114
00003509,Amount,426,476
00003510,Amount,358,127
00003511,Amount,312,257
00003512,Amount,430,159
00003513,Amount,144,493
00003514,Amount,427,378
00003515,Amount,394,304
00003516,Amount,217,244
00003517,Amount,442,454
00003518,Amount,104,119
00003519,Amount,325,305
00003520,Amount,337,227
00003521,Amount,354,217
00003522,Amount,169,350
00003523,Amount,461,254
00003524,Amount,290,393
00003525,Amount,498,106
00003526,Amount,392,347
00003527,Amount,286,220
00003528,Amount,222,360
00003529,Amount,138,460
00003530,Amount,309,465
00003531,Amount,360,215
00003532,Amount,225,475
00003533,Amount,381,245
00003534,Amount,452,471
00003535,Amount,395,177
00003536,Amount,386,311
00003537,Amount,274,179
00003538,Amount,474,451
00003539,Amount,196,184
00003540,Amount,490,223
00003541,Amount,240,483
00003542,Amount,246,205
00003543,Amount,435,401
00003544,Amount,432,220
00003545,Amount,390,366
00003546,Amount,207,322
00003547,Amount,409,316
00003548,Amount,189,180
00003549,Amount,433,242
00003550,Amount,128,435
00003551,Amount,240,140
00003552,Amount,392,144
00003553,Amount,466,202
00003554,Amount,148,382
00003555,Amount,152,332
00003556,Amount,176,317
00003557,Amount,146,267
00003558,Amount,285,407
00003559,Amount,210,216
00003560,Amount,128,415
00003561,Amount,170,304
00003562,Amount,212,460
00003563,Amount,290,422
00003564,Amount,498,171
00003565,Amount,452,293
00003566,Amount,500,234
00003567,Amount,323,472
00003568,Amount,161,354
00003569,Amount,110,259
00003570,Amount,313,469
00003571,Amount,188,499
00003572,Amount,103,156
00003573,Amount,205,278
00003574,Amount,478,328
00003575,Amount,171,415
00003576,Amount,380,264
00003577,Amount,246,491
00003578,Amount,140,154
00003579,Amount,320,457
00003580,Amount,108,442
00003581,Amount,401,144
00003582,Amount,489,335
00003583,Amount,183,326
00003584,Amount,378,309
00003585,Amount,410,347
00003586,Amount,364,194
00003587,Amount,406,220
00003588,Amount,279,363
00003589,Amount,269,260
00003590,Amount,336,399
00003591,Amount,288,232
00003592,Amount,373,225
00003593,Amount,209,261
00003594,Amount,465,284
00003595,Amount,357,153
00003596,Amount,110,424
00003597,Amount,280,406
00003598,Amount,406,188
00003599,Amount,228,171
00003600,Amount,345,196
00003601,Amount,279,333
00003602,Amount,416,250
00003603,Amount,261,434
00003604,Amount,258,197
00003605,Amount,241,403
00003606,Amount,424,121
00003607,Amount,335,319
00003608,Amount,296,414
00003609,Amount,178,250
00003610,Amount,411,463
00003611,Amount,473,293
00003612,Amount,475,191
00003613,Amount,200,354
00003614,Amount,387,488
00003615,Amount,174,204
00003616,Amount,283,251
00003617,Amount,127,457
00003618,Amount,480,260
00003619,Amount,330,117
00003620,Amount,237,152
00003621,Amount,323,207
00003622,Amount,238,302
